#
# KWIC Concordance.
# Format: tab-separated, UTF-8. Corpus engine: Corpuscle, Clarino K Centre, Bergen
#
# Corpus:         (GRC)
# Query:          [slemma = "ტკივება"] | [slemma = "ტკენა"] 
# Matches:        6628
# Excluded:       0
# Execution time: 0.018666 sec. (0.012737 CPU sec.)
#
# match	slemma	lemma	features	
#
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 Encl:IndSp3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გვტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
ტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3 NonStand
სტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 Encl:IndSp3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
ტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
სტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 Encl:IndSp3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკიოდეთ	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2 ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
სტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 Encl:IndSp3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკიოდათ	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
მტკივაო	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3 Encl:IndSp3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკიოდე	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:2Sg S:1Sg
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
ტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
ტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 NonStand
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკიოდათ	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
სტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
მტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
გტკიოდეთ	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2 ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:3 S:2Pl ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Sg S:2Pl ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2Sg ¦ V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> DO:1Pl S:2
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკიოდათ	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
მტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Sg DO:3
სტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
გტკიოდეს	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V MedAct Inv ConjPres <S-DO> <S:Dat> <DO:Nom> S:2Sg DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
სტკიოდა	ტკივება	ტკივებ[ა]/ტკივ¦ტკივებ[ა]/ტკი	V Pass Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 ¦ V MedAct Inv Impf <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3
სტკივას	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Sg DO:3 LevGuess
სტკივათ	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:3Pl DO:3
გვტკივა	ტკივება	ტკივებ[ა]/ტკივ	V MedAct Inv Pres <S-DO> <S:Dat> <DO:Nom> S:1Pl DO:3
